Gene,baseMean,log2FC,lfcSE,stat,pvalue,padj
Uqcrc2,612.6986921,0.660016496,0.284556413,2.31899788,0.020395151,0.067427978
Lrp12,407.0236571,0.660323437,0.469635243,1.458551753,0.144688521,0.281114758
Tctn1,36.58627068,0.660638074,0.395712776,1.665114512,0.095889912,0.211676981
Sntg2,81.16621643,0.660807317,0.302026274,2.18543042,0.028857302,0.087515991
Rida,397.1087875,0.660936973,0.396428333,1.667000996,0.095514207,0.21109892
Klhl17,117.1174991,0.661268847,0.262948866,2.512441583,0.011989895,0.044637087
Cpq,7.340507017,0.661310337,0.488098022,1.357802121,0.174526482,0.318965124
Klf5,6.472248336,0.661493432,0.488055612,1.355901091,0.17513064,0.319819526
Gstcd,121.8229484,0.66149573,0.273741375,2.413812955,0.015786564,0.055232124
Atl2,144.1621542,0.661656664,0.449229754,1.584147833,0.113160081,0.237367352
Nr1d2,550.4370943,0.662048849,0.226337581,2.924614666,0.00344883,0.016469599
Fen1,237.5227523,0.662054846,0.366279416,1.806617017,0.070822014,0.17013248
LOC102546596,2.578826678,0.662074869,0.432514418,1.696849882,0.089725045,0.20181605
Twf1,1333.240734,0.662172602,0.400386804,1.654119513,0.098103232,0.215205044
Gpr176,100.9642401,0.662220195,0.448289589,1.476687822,0.139759338,0.274321681
Abcg4,55.2892813,0.662475433,0.358072651,1.84649988,0.064819657,0.159621633
RGD1566265,53.56280887,0.662796047,0.376424573,1.756572586,0.078990689,0.183825847
Adgrg3,2.446903946,0.662823339,0.393216136,1.983294022,0.047334597,0.1265281
Stat5b,1015.162516,0.663341777,0.312841182,2.120138157,0.033994396,0.099394211
Krtcap3,5.867049841,0.663458151,0.462793637,1.49423833,0.135113338,0.267957927
Rasl11a,10.77921252,0.663610403,0.470618339,1.402636908,0.16072514,0.301744079
Bace1,687.1670285,0.663612868,0.173576888,3.822464774,0.000132124,0.001126428
LOC310926,42.44822609,0.663727932,0.390842815,1.695837549,0.089916649,0.202036816
Nek6,144.0093288,0.663819545,0.291764957,2.273907004,0.022971578,0.073619423
LOC120096689,19.76720032,0.664213318,0.443557686,1.492889586,0.135466092,0.268435054
Arsb,2087.863191,0.664445917,0.299901205,2.215449124,0.026729253,0.082524231
LOC102547287,157.5591348,0.664538956,0.265436006,2.50158873,0.012363746,0.045658085
Nr6a1,25.6547934,0.664825536,0.419665037,1.577233669,0.114741769,0.239735957
Btbd6,206.2005387,0.665187416,0.212170013,3.133332982,0.001728332,0.009379658
Avl9,229.6996487,0.665337916,0.247176892,2.690129138,0.007142437,0.029602641
LOC102548800,85.65282721,0.665622109,0.314589338,2.113278721,0.034576919,0.10065573
Exoc1,547.0038618,0.665809508,0.196693272,3.384230368,0.000713781,0.004542086
Naaa,9.579796869,0.666040356,0.485058716,1.374378897,0.169324084,0.312477756
LOC103690393,4.897123038,0.666424887,0.461545507,1.468359575,0.142006576,0.277327851
Lypd3,10.13449697,0.667000879,0.48587866,1.38901586,0.164827927,0.306867897
Crlf2,524.9932033,0.667176995,0.259402345,2.571612363,0.010122616,0.03924392
Brat1,80.34323558,0.667405528,0.46152594,1.445685368,0.14826547,0.286218498
Slc6a17,99.5696683,0.667477675,0.338361128,1.971321728,0.048687088,0.12911966
Bloc1s4,546.747925,0.667483799,0.322738357,2.067699362,0.038668302,0.109198963
Trdmt1,313.0068972,0.667639256,0.488086852,1.379438023,0.167759743,0.310326893
Atrip,71.81234178,0.667844898,0.352193585,1.894683786,0.058134307,0.147891955
Mlxip,137.0796368,0.668369896,0.28366157,2.354012696,0.018571977,0.06268956
Fgf9,11.02962185,0.669294396,0.475785337,1.402061341,0.16089693,0.301944315
Gcfc2,121.5756741,0.669449738,0.402369926,1.662293077,0.096454025,0.21254272
Mettl9,1030.611127,0.669580248,0.304615962,2.197862795,0.027958885,0.085354232
Clcnka,2.095446533,0.670059379,0.396849072,1.920683543,0.054771616,0.141157758
Evc2,2.095446533,0.670059379,0.396849072,1.920683543,0.054771616,0.141157758
Aadat,17.98198844,0.670529137,0.470776364,1.417966263,0.156200615,0.296560732
Dync2li1,105.3145481,0.670533234,0.39484396,1.69607463,0.089871748,0.201999008
Nipa1,371.261607,0.670645318,0.296716381,2.259471685,0.02385406,0.07587064
Tbc1d14,1048.978329,0.670879861,0.359704378,1.865016512,0.06217909,0.155200816
LOC120101092,30.18337353,0.670885425,0.437222946,1.529711286,0.126088209,0.255916556
Pdcl,129.7475045,0.67092102,0.277773627,2.413084981,0.015818131,0.05532169
LOC684327,39.18077331,0.671271291,0.366048315,1.82935866,0.067345896,0.163819357
Ttyh2,569.5875715,0.671313513,0.214789728,3.124827881,0.001779091,0.009595605
Eed,343.0600184,0.671332699,0.392527765,1.709892605,0.087285734,0.197278377
LOC120098128,3.072079291,0.671580626,0.458384395,1.486623048,0.137114397,0.270480028
Bin3,24.42481776,0.671801881,0.416107551,1.608840711,0.107651177,0.229327109
Prdm4,379.3266458,0.671910014,0.221883956,3.027431953,0.002466412,0.012523189
LOC120094784,6.688958953,0.671913612,0.485521735,1.385995532,0.165748268,0.307839556
Pja1,236.2913493,0.671997691,0.2753977,2.438940528,0.014730392,0.052266679
Syvn1,615.6268655,0.672181796,0.480672576,1.430237225,0.152648945,0.292172728
Ssu72,445.9357651,0.672677505,0.224592273,2.994467805,0.002749241,0.01368201
Klhl9,301.7901406,0.672714465,0.301244403,2.232112149,0.025607552,0.079966459
Zfand5,1361.926645,0.673185159,0.280085527,2.403289401,0.016248323,0.056506499
Zfp689,364.0786166,0.673275281,0.310217076,2.16950588,0.030044298,0.090366817
LOC102551257,62.04935822,0.67343547,0.392757571,1.710827506,0.08711296,0.19708829
Kcnj10,1083.102784,0.674278105,0.188294363,3.580569299,0.000342846,0.002496035
Brip1,11.35725974,0.674524415,0.488075567,1.384507967,0.16620297,0.308498666
LOC108350962,2.560759827,0.674528845,0.432065465,1.696176569,0.089852446,0.201980108
C1qtnf5,274.42209,0.67453139,0.270483905,2.492536224,0.012683439,0.046572082
Esyt2,531.0035568,0.674717581,0.176292691,3.826373343,0.000130045,0.001111768
Toe1,106.5589916,0.67517404,0.33365159,2.021079476,0.043271539,0.118065153
Pmpca,488.5317842,0.675221731,0.203794038,3.312329432,0.000925225,0.005647285
LOC120095092,8.782149186,0.675266496,0.488089131,1.382770546,0.166735233,0.308991748
P3r3urf,3.203235369,0.675474323,0.45340287,1.517575947,0.129121334,0.259907518
LOC681367,210.7993805,0.67586489,0.309305225,2.183592621,0.028992196,0.087857868
Gk5,23.97471376,0.675934896,0.431341824,1.561234352,0.118468467,0.245256311
Timmdc1,391.7237587,0.67595833,0.195648899,3.453842856,0.000552659,0.003684992
Irag2,12.07279916,0.676045865,0.487456112,1.389848,0.164575039,0.306867897
Spidr,55.39895315,0.676077874,0.370126196,1.823239976,0.068267053,0.165495615
Sned1,564.3014277,0.676476343,0.293992611,2.300829787,0.021401254,0.069780621
P2rx5,4.101371117,0.676534345,0.465034357,1.483069924,0.138055834,0.271874398
Cfap20,246.1099111,0.676728645,0.484994059,1.418407788,0.156071743,0.296402557
Wdr74,159.8160497,0.676781728,0.287931425,2.348542802,0.018847033,0.063334638
Trim68,88.8359021,0.676858227,0.32419943,2.085541374,0.037020187,0.105705412
Ttc7b,73.66621911,0.677313549,0.331445112,2.039897074,0.041360578,0.114418798
Lnpk,272.1436956,0.677379152,0.234509234,2.887110445,0.003887977,0.018137047
Tfg,670.3737094,0.677461886,0.27639309,2.450628504,0.014260705,0.051019868
Lpcat1,918.0370691,0.677875662,0.188980354,3.586605387,0.000335011,0.002448602
Nrxn2,5479.972443,0.678650987,0.219574761,3.090686589,0.001996943,0.010549662
Pdgfc,62.33068509,0.678917824,0.302575728,2.239586073,0.025117808,0.078862091
PCOLCE2,46.24730146,0.679057687,0.4073103,1.663043297,0.096303769,0.212287302
Slc41a3,188.8678576,0.67915194,0.284080022,2.388845867,0.016901391,0.058220788
Pcdh20,90.63781946,0.679592018,0.31988797,2.121112335,0.03391235,0.099201248
Prr3,669.5096222,0.679736995,0.429670949,1.582626624,0.113506592,0.237771433
Insyn1,416.8988507,0.680027017,0.244891577,2.776234224,0.005499258,0.02396539
Nudcd2,791.4575311,0.680127757,0.31579665,2.15335767,0.03129058,0.093283154
Pla2g3,14.60553379,0.680156594,0.460457167,1.472194289,0.140968419,0.276114651
Nprl3,39.71085912,0.680293136,0.442046553,1.535048451,0.124771927,0.254498498
LOC120099935,52.65338656,0.680629255,0.3333002,2.038104067,0.041539527,0.114793955
Fkbp9,276.6947924,0.680718687,0.247891751,2.744657834,0.006057402,0.025868817
LOC102554070,23.49807909,0.680776724,0.47163165,1.44022428,0.149803956,0.288424334
Tmem26,22.93999363,0.681095823,0.486959637,1.40232475,0.160818293,0.301846058
LOC288978,183.5941471,0.68116488,0.330148798,2.061611843,0.039244706,0.110193001
B3galt6,6.897539056,0.681569645,0.46936391,1.503525798,0.132703509,0.264736006
Uso1,657.0678753,0.681597031,0.293903416,2.318667751,0.020413058,0.067460229
Lpgat1,562.4747166,0.681668808,0.278462812,2.447406713,0.014388837,0.051347649
Cep350,373.7126235,0.681775626,0.265979053,2.562292038,0.010398384,0.040000576
Myd88,93.40641429,0.681886785,0.333652345,2.040794265,0.041271281,0.11423994
Slc19a1,52.88754067,0.681932675,0.325992054,2.086996964,0.036888409,0.105493795
Porcn,519.1150786,0.682340284,0.271149091,2.516097096,0.011866249,0.044317392
Kti12,98.88446011,0.682406073,0.299500774,2.275232776,0.02289197,0.073448878
Chst8,55.92234303,0.682428741,0.376362934,1.808985951,0.070453186,0.169444024
Zmynd12,5.807906714,0.682633157,0.465883579,1.519806419,0.128559635,0.259494692
Nradd,93.95938044,0.682697934,0.270356073,2.52165427,0.011680445,0.043791387
Kank1,2240.472618,0.682701362,0.157461006,4.335443367,1.45E-05,0.00017148
Insm1,43.90485496,0.682779042,0.413175587,1.647429589,0.099469778,0.21720067
Lta4h,482.7494996,0.683058595,0.223329385,3.057645057,0.002230836,0.011564551
LOC498265,67.27143903,0.68311927,0.326526567,2.088680072,0.036736532,0.105108087
Sgce,121.6487955,0.683140021,0.480484156,1.454473307,0.145815129,0.282666229
Dusp10,455.9149859,0.683194201,0.334133419,2.044138507,0.040939866,0.1135599
Klhl28,370.5202493,0.68333998,0.350976047,1.946358139,0.051611734,0.135124243
Phlpp1,384.3986575,0.683390412,0.326310391,2.09360117,0.036295523,0.104143881
Ap4b1,301.1660082,0.683917,0.217165569,3.14811909,0.001643247,0.008999036
Psmd6,1762.912589,0.684020689,0.20829044,3.283721945,0.001024459,0.006108216
Enpp3,16.00360105,0.68404827,0.485830574,1.406167115,0.159674507,0.300684917
Lhfpl6,273.8891883,0.684250456,0.344684285,1.984119455,0.047242525,0.126318405
Stk17b,37.89518401,0.684542956,0.373310146,1.82816694,0.067524501,0.164142083
Mrpl32,426.5494503,0.684649272,0.288890224,2.369130364,0.017829968,0.0607536
St6galnac3,64.94536468,0.684767392,0.335750554,2.035088666,0.041841952,0.115285437
Atp6ap2,2.208987585,0.684874583,0.399068229,1.967899345,0.04907962,0.130067657
Tmem50b,1005.922147,0.68506652,0.259955327,2.634966271,0.008414564,0.033780314
Lyst,487.5586271,0.685133186,0.186299858,3.676604829,0.000236359,0.001836882
Alg12,45.36985984,0.685162263,0.445450724,1.534795263,0.124834127,0.254539633
Pdp1,64.62266512,0.685312739,0.40664197,1.682057272,0.092557735,0.206391369
Wdr82,520.8419544,0.68532424,0.312834512,2.190144985,0.028513724,0.086691257
Dipk1b,182.0699048,0.685590357,0.306245316,2.237776941,0.025235605,0.079071278
Foxk2,1567.970454,0.68567179,0.271462989,2.5256426,0.01154869,0.043405329
Vps33b,84.13253406,0.685682167,0.310896028,2.202203755,0.027650919,0.084609074
Dhrs13,520.7325844,0.685924056,0.270444719,2.5359439,0.01121447,0.042378217
Pidd1,30.00513758,0.685998108,0.375600438,1.81937603,0.068854081,0.166396615
Slc16a8,2.172661718,0.686089666,0.399590529,1.961502832,0.049820395,0.131654494
Kmt2b,206.6484673,0.686385595,0.263312968,2.605570408,0.009172142,0.036239051
Mrap2,3.609089255,0.68685162,0.453442372,1.571435084,0.116081622,0.241718306
Socs6,388.4046302,0.686878191,0.383409289,1.791160876,0.073267483,0.174425334
Tomm40,466.736713,0.687329016,0.281765629,2.438631055,0.014743012,0.052283163
Chst7,103.8229879,0.687553822,0.267525694,2.567151759,0.010253773,0.039603354
LOC120093155,2.239783004,0.687863465,0.399662687,1.976464103,0.048102238,0.127936412
Anks3,307.4073566,0.687997494,0.221177055,3.109565924,0.001873625,0.009986382
Micu3,234.0647517,0.688017711,0.323655289,2.124641814,0.033616512,0.098600282
Aknad1,15.26993272,0.688099592,0.454644777,1.504175267,0.132536244,0.264516153
Abl1,834.9057392,0.68832864,0.255030821,2.698547688,0.006964276,0.029029377
LOC102552294,109.1865776,0.688349997,0.294682988,2.333161125,0.01963969,0.06549978
Stam2,214.6991266,0.688457073,0.318871636,2.157559617,0.030962087,0.092512082
Ftx,13.04473094,0.688463658,0.461176644,1.485603818,0.137383945,0.270896479
Tmem19,642.202616,0.688471005,0.305490993,2.253191186,0.024247097,0.07675212
Rab26,85.71165878,0.688548639,0.332521526,2.068634659,0.038580383,0.109059316
Ranbp10,582.7400339,0.688599986,0.190002682,3.623317527,0.000290848,0.002178816
Ncoa2,251.2912645,0.688699466,0.220118089,3.12734783,0.001763911,0.009535919
Lrrc49,268.9625364,0.688754752,0.30679607,2.243742482,0.024848975,0.078190148
Tgif1,9.253647864,0.688862629,0.488084469,1.405764741,0.159793995,0.300705536
Pkd2,134.3359983,0.689003643,0.336155215,2.047887997,0.040570975,0.112939547
Heph,6.993975046,0.689216577,0.46938755,1.521359468,0.128169655,0.259176653
Kmt5c,605.4078444,0.689322971,0.177847616,3.875102622,0.00010658,0.000936639
Tti2,171.4735345,0.689390411,0.406784364,1.693882441,0.090287624,0.202491947
Surf1,267.9643303,0.689416503,0.411051464,1.676884787,0.093565014,0.207955897
Slc36a1,70.90824761,0.689513972,0.432031,1.594493719,0.110825497,0.234137882
Zcchc8,334.892872,0.689611216,0.265104876,2.600257538,0.009315382,0.0366975
Bmf,496.1743208,0.689649876,0.210783507,3.271032052,0.001071558,0.006336063
Yeats2,563.6643753,0.690012309,0.252104332,2.736390186,0.006211732,0.026418384
LOC108351932,61.22765755,0.690063571,0.308510126,2.231890023,0.025622232,0.079998831
LOC120103492,23.42149176,0.690112072,0.475313713,1.455874278,0.145427377,0.282077391
Giot1,13.68766299,0.690142691,0.483635517,1.439110627,0.150119182,0.288881277
Immp1l,402.2718914,0.690187581,0.340374841,2.027144273,0.04264766,0.116863538
Ticam1,16.49427212,0.690314029,0.449574211,1.525792619,0.12706152,0.257356828
Nln,259.2282067,0.690440639,0.318120023,2.169128452,0.030072933,0.090394294
LOC120100346,16.74838425,0.690711224,0.485350305,1.441005141,0.14958323,0.288119023
Nrip2,12.08590115,0.690843077,0.482437456,1.433734882,0.151647934,0.290801958
Igbp1,358.5732029,0.691019295,0.226394676,3.051058224,0.002280363,0.011781772
Ccdc71l,280.3946179,0.691033802,0.290809279,2.375045463,0.017546789,0.059965003
Mef2d,364.2403736,0.691335042,0.271868304,2.541897299,0.011025256,0.041799495
Zfp879,47.8057605,0.69136854,0.355172989,1.943120865,0.052001557,0.135907662
LOC102547293,3.242600536,0.691452942,0.450273889,1.555812186,0.119752759,0.247170015
Tm6sf2,4.735787822,0.691748268,0.462091803,1.554367926,0.120096679,0.247659333
Pias1,545.3931987,0.691847521,0.26973637,2.564364453,0.010336494,0.039831591
Wrap73,119.6303376,0.692151106,0.250134325,2.763856234,0.00571227,0.024688215
LOC120095776,8.161779581,0.692202613,0.466931948,1.518832346,0.128804702,0.259907518
Pex5,115.3040334,0.692354445,0.379626356,1.821828904,0.068480951,0.165859797
Nectin1,1151.442594,0.692646403,0.403199378,1.7182188,0.085756714,0.194970801
Riok2,284.1267536,0.692804547,0.386985289,1.789694971,0.073502961,0.174828811
LOC102548902,172.1710304,0.693060453,0.309740583,2.236617148,0.025311373,0.079295285
Prpf40b,356.6100449,0.693163728,0.272007305,2.547333442,0.010854966,0.041326409
Krr1,71.05698932,0.69317863,0.298638611,2.317087334,0.020498975,0.067659753
Rsad1,27.85160983,0.693679144,0.438059458,1.578947919,0.114348003,0.23902097
Fcho1,35.84456952,0.693828196,0.47904966,1.450614665,0.146887189,0.284225102
LOC100363171,2.219821842,0.693927348,0.400808772,1.983616379,0.047298622,0.126450165
Med31,196.3888759,0.694123647,0.25508306,2.719194188,0.006544118,0.027553945
LOC103691864,4.044483497,0.694491804,0.460029878,1.526509011,0.126883148,0.2570517
Git2,439.3076901,0.694509833,0.294455456,2.35787007,0.018380125,0.062125894
Oxnad1,218.4879414,0.69487347,0.447255947,1.554251955,0.120124329,0.247661267
Gale,97.353543,0.694884253,0.32122732,2.160019548,0.030771156,0.092104851
Pcmtd1,821.2545131,0.695046291,0.229025152,3.034276864,0.00241113,0.012303135
Cers2,2146.111922,0.695156455,0.411066,1.691668791,0.090709142,0.203117936
LOC103694446,9.22687443,0.69525664,0.484962261,1.437408961,0.150601824,0.289470882
Tnfrsf11b,7.123455274,0.695632495,0.480293873,1.476133846,0.139907965,0.274501469
Fam13b,377.8929797,0.695836995,0.296760797,2.343939626,0.01908126,0.063901716
Trim47,37.9080391,0.695944008,0.353847523,1.960375858,0.049951875,0.131869848
Aldh3a2,224.4251067,0.696559154,0.308654693,2.255288942,0.024115198,0.076386765
Rgcc,128.9176887,0.696661602,0.312385789,2.227955766,0.025883465,0.080529713
Rtn3,3233.920672,0.696776914,0.164491232,4.23577898,2.28E-05,0.00025442
LOC108349640,8.31142985,0.697014369,0.471070393,1.533728584,0.125096439,0.254785605
Acp6,236.9195408,0.697075734,0.315034036,2.211288328,0.027015877,0.083118535
Gfm1,142.064088,0.69737042,0.434613209,1.604151389,0.108680687,0.230866039
Pxk,289.3795916,0.697425179,0.335747032,2.076235357,0.037872189,0.107611034
Resf1,62.39109518,0.697470978,0.344105654,2.023612489,0.043010039,0.117543869
Itga2b,53.33424581,0.697687335,0.368967369,1.887520321,0.059090376,0.149687546
Far1,1589.560612,0.697976366,0.287575731,2.426918308,0.015227684,0.053647957
T2,4.48218944,0.698261508,0.474702321,1.469989803,0.141564516,0.276648856
Tnni3,3.43164942,0.698351871,0.44812852,1.590265012,0.111775082,0.235501118
Srp9,1398.889631,0.698604723,0.383885202,1.820009612,0.068757541,0.166316038
Gpx8,1006.360423,0.698641688,0.206870107,3.37685516,0.000733196,0.004649679
Ppard,185.5939891,0.698774401,0.231532607,3.015911268,0.002562082,0.01291699
Gpc2,610.5995294,0.699240294,0.229091683,3.051729298,0.002275272,0.011758742
Usp44,5.979194613,0.699427274,0.479451673,1.48385097,0.137848462,0.271610246
Oat,424.4213375,0.699495044,0.394294567,1.773899994,0.076079694,0.1790741
Sun2,417.7584856,0.699563647,0.355797406,1.965670757,0.049336655,0.130655469
Rnf181,690.6877364,0.699689848,0.357179825,1.958726541,0.05014482,0.132191556
LOC102547700,127.0759822,0.699776734,0.433792814,1.612602366,0.106830924,0.22816105
Ghdc,36.26480894,0.699893588,0.469691504,1.488771292,0.136547604,0.269677519
Atp13a3,1511.589897,0.700265653,0.247328981,2.83107352,0.004639206,0.020981656
Sun1,997.7157822,0.700602969,0.488100866,1.450141871,0.147018961,0.284391049
Rer1,1167.474629,0.700693027,0.236034948,2.96836957,0.002993841,0.01466255
Chst5,178.4646465,0.700719962,0.251644419,2.782798253,0.005389231,0.023568987
Zfp488,348.9256044,0.700725673,0.281238298,2.490950052,0.012740203,0.046713816
Crppa,58.23921891,0.700761744,0.427795039,1.635335546,0.101978726,0.221272117
Dnajc17,173.9207591,0.700906681,0.234226885,2.990243245,0.002787554,0.013839252
Comt,609.5475327,0.70114842,0.464203339,1.590323809,0.111761834,0.235499965
Zmym3,223.7912938,0.70168802,0.301303254,2.327342296,0.019947054,0.066281438
Glmp,236.0434238,0.701772605,0.255091076,2.749335853,0.005971616,0.02556133
Ewsr1,1958.197312,0.701829532,0.392112023,1.790183518,0.073424414,0.174754063
Elmo2,379.8541759,0.701951184,0.301003815,2.331154805,0.019745198,0.065768854
Rft1,122.7744422,0.702389138,0.408852563,1.716660935,0.086041142,0.195450311
Ehhadh,6.076468208,0.702506882,0.471739275,1.514227295,0.129968201,0.261048565
Zfp110,209.7871768,0.702549356,0.291612621,2.407591671,0.01605813,0.056003163
Snx13,272.7567866,0.702556581,0.21496644,3.266526412,0.001088757,0.006413219
Cystm1,1305.57082,0.702636948,0.344069232,2.042072702,0.04114432,0.11400764
Tmem230,388.2219206,0.702775819,0.249036978,2.8209284,0.004788489,0.021520347
Rragc,608.113695,0.703099987,0.378594502,1.856987802,0.06331289,0.157067066
Exosc8,226.3567963,0.703240008,0.306396358,2.294153129,0.021781704,0.070760012
Zfp746,56.94818912,0.703249629,0.421053788,1.667044896,0.095505478,0.21109892
Gpsm1,494.9249258,0.703326433,0.175180347,4.013802936,5.97E-05,0.000574345
Mfsd4a,11.0296667,0.704342689,0.480657826,1.455487744,0.145534281,0.282225702
Tex2,509.9433461,0.704384149,0.488018518,1.456497109,0.145255248,0.281949971
Zscan18,57.97447214,0.704384293,0.363522641,1.932967447,0.053240208,0.138326072
Celsr2,283.0605047,0.704668688,0.214633336,3.281579817,0.001032273,0.006148872
Apmap,298.1861649,0.704738566,0.390964782,1.80211862,0.071526745,0.171456
Zfp868,88.94035731,0.704759796,0.294592287,2.389364735,0.016877538,0.058181851
B3galt4,29.35237213,0.704817937,0.422764537,1.663231237,0.096266157,0.212259243
Twsg1,496.539071,0.704862475,0.395818736,1.780676918,0.074965246,0.177215777
Pcdhb6l,37.30953093,0.704938712,0.374073244,1.878079083,0.060370347,0.152036853
P4htm,179.2768134,0.704999924,0.275061046,2.561175436,0.010431866,0.040074186
LOC108350028,2.308611643,0.705024409,0.402586435,2.016427801,0.043755261,0.119194036
Snap91,522.7715389,0.705208379,0.240402885,2.93268669,0.003360428,0.016126403
Tnfsf9,2.342489798,0.705467012,0.402434667,2.024284923,0.042940844,0.117423989
Nim1k,42.25991313,0.706125994,0.364785523,1.930301396,0.053569504,0.138986892
Edem1,283.2168226,0.706521882,0.267765568,2.637316204,0.00835649,0.033619958
Zfp248,85.96085466,0.706525725,0.26976162,2.614862356,0.008926342,0.035481492
Pvr,27.38667345,0.706630078,0.487546453,1.456026945,0.145385171,0.282054533
LOC103692512,33.48191763,0.706689027,0.426964601,1.648660366,0.099217234,0.216955799
LOC100909688,171.3059446,0.706873839,0.461340431,1.533518565,0.125148136,0.254817381
Trmt12,20.07563383,0.707111352,0.450218517,1.56399885,0.117817838,0.244236577
Prkab2,323.0409162,0.70738829,0.309924009,2.281522814,0.022517528,0.072616092
RGD1565498,56.76441038,0.70738935,0.337585574,2.090651162,0.036559346,0.104714234
Ifngr1,630.5824536,0.707428689,0.242820992,2.912945856,0.003580367,0.016971048
Dhx35,75.43776358,0.70744015,0.338500726,2.085786732,0.036997946,0.105676665
Psen1,324.5734221,0.707613851,0.246859682,2.865171628,0.004167833,0.019198023
Zfp579,131.3234429,0.707790506,0.3147914,2.247247075,0.024624241,0.077641099
Trnat-agu_1,9.212630674,0.708011578,0.485280198,1.461057236,0.143999735,0.280187521
LOC102556004,1149.882149,0.708353593,0.348778934,2.030848537,0.042270362,0.116241927
Srsf2,3019.789765,0.70846904,0.165794785,4.272994599,1.93E-05,0.000219674
Gsx2,3.743924867,0.708727992,0.443869774,1.64717437,0.09952221,0.217279028
Cpne7,5.038221317,0.708863975,0.484129272,1.454651458,0.145765778,0.282615518
LOC679894,374.9308696,0.709065462,0.229476166,3.089011361,0.002008238,0.010594239
Pik3ip1,262.0884604,0.70931884,0.267895827,2.646508451,0.008132747,0.032883893
Rptor,186.1119301,0.709447276,0.278300306,2.547224073,0.010858369,0.041327325
Ttc14,396.8344939,0.709757888,0.188343128,3.767222868,0.000165074,0.001352612
Moxd1,65.9848592,0.709901179,0.339170286,2.089323412,0.03667862,0.104990994
Ythdf3,1624.977482,0.710068463,0.155118803,4.577222844,4.71E-06,6.41E-05
Greb1l,4.703042723,0.710339037,0.480030785,1.489777664,0.136282706,0.269370016
Tns2,251.3654702,0.710603842,0.316234211,2.245816737,0.024715749,0.077889893
Ppp1r13l,46.36808775,0.71109077,0.350490564,2.02340127,0.043031793,0.117568667
Tmem115,164.8286044,0.711199408,0.288454827,2.464225445,0.013730972,0.049583915
LOC100909682,12.07427233,0.711335603,0.488079471,1.457478142,0.144984441,0.281483246
Gtf2h2,243.630303,0.711548342,0.205315803,3.46356834,0.000533061,0.003576177
Slc31a1,575.3372321,0.711857362,0.181923685,3.912034674,9.15E-05,0.000822191
Crhr2,30.69722775,0.712269387,0.408117324,1.739976764,0.081863098,0.188663613
LOC120101362,51.11162795,0.712334063,0.459480673,1.550245425,0.121082621,0.249143286
Cxcl1,4.357120966,0.712690323,0.482780455,1.469432703,0.141715462,0.276846799
Rmc1,143.8501691,0.712779561,0.253144671,2.812838594,0.004910629,0.021952218
Fam151b,122.7943031,0.712820549,0.383710218,1.856028673,0.063449471,0.157355028
Tatdn3,68.66439218,0.713543771,0.320780092,2.219575043,0.026447628,0.081954941
Atp6v0b,2041.976542,0.713715945,0.209751119,3.402519992,0.000667675,0.004295995
Stx16,569.3161836,0.714224613,0.217951313,3.276140781,0.001052361,0.006244457
LOC100302465,2.590584494,0.714363385,0.435918145,1.743088843,0.081318097,0.187710877
Slc9a1,277.445356,0.714492529,0.285309138,2.503205481,0.012307407,0.045533967
Ngfr,60.4342866,0.714638579,0.401330501,1.779226776,0.07520259,0.177640972
Engase,67.20110985,0.714846993,0.345511688,2.066177148,0.038811756,0.109400407
Psrc1,81.22749462,0.714906159,0.385502691,1.851349787,0.064119248,0.158466841
Tapt1,1215.292124,0.714997393,0.341779245,2.09189078,0.036448287,0.104492979
LOC120098351,4.22132274,0.715020991,0.460641322,1.573155587,0.115682796,0.241065172
Whamm,69.28725917,0.715659278,0.338748476,2.108539869,0.034984318,0.101488455
Fam3c,953.5199552,0.716196721,0.198937137,3.599560593,0.000318755,0.002344578
Smarcal1,120.6735215,0.716230216,0.292895348,2.442291269,0.014594366,0.051893257
Cyp2j10,6.865798196,0.716560777,0.486929474,1.471358733,0.141194127,0.2762952
Tmem179b,180.9065404,0.716727528,0.309175507,2.316240018,0.020545167,0.067788085
Sdc1,59.71422284,0.716884381,0.371304536,1.926460096,0.05404695,0.139867589
Gtf2h3,109.2746087,0.717033094,0.33445878,2.14090973,0.032281318,0.09563708
Shank3,3.958596988,0.717219427,0.472055406,1.529539335,0.126130796,0.255946962
Usp19,713.1269413,0.717538389,0.244661275,2.932338475,0.003364199,0.01614032
Kcnt1,116.0728681,0.717662968,0.340228141,2.106892073,0.035126936,0.101743014
Scrn3,269.2230621,0.717896114,0.214077058,3.351617612,0.000803409,0.005016032
Notch2,466.6983059,0.718014388,0.438936791,1.636734592,0.101685938,0.2208177
Vwc2l,18.50455962,0.718520728,0.452274919,1.580846775,0.113913077,0.23840747
Cdh15,2.86994733,0.718633513,0.438665199,1.814784399,0.069557049,0.167702036
Pla2g15,81.69939214,0.718724827,0.376394065,1.907201708,0.056494472,0.144373898
Clk2,464.0910341,0.718952752,0.242319181,2.966390521,0.003013176,0.014734527
Slc37a4,347.3019485,0.718985054,0.204164498,3.520347702,0.000430981,0.003005524
Zfp496,101.2401792,0.71912383,0.34201454,2.099850987,0.035741951,0.103025494
Calca,18.65590662,0.719597275,0.440444018,1.623776126,0.104423597,0.224886866
Fcho2,478.8932818,0.719817021,0.363431084,1.980274424,0.047672701,0.127156918
Tspan4,755.6770386,0.719844924,0.233136636,3.087269766,0.002020042,0.010632312
