GENE,SNP,baseMean,EFFECTSIZE,lfcSE,stat,pvalue,P
Elmo1,Elmo1,732.285419,0.596628056,0.374819069,1.591685893,0.1114553,0.235023115
Rep15,Rep15,11.91892245,0.597944583,0.484252242,1.23694035,0.216109229,0.369826374
Phospho2,Phospho2,323.6922726,0.59976142,0.243345824,2.463895268,0.013743626,0.049610453
Capn7,Capn7,607.8902931,0.600612509,0.406930951,1.476049352,0.139930644,0.274502673
LOC103691088,LOC103691088,14.27790689,0.602600823,0.487443392,1.234655799,0.216958633,0.370915085
Tmem54,Tmem54,2.317965185,0.602600971,0.380830075,1.865814461,0.062067328,0.155162277
E2f4,E2f4,181.8511038,0.603979677,0.40384624,1.494917994,0.134935846,0.267749105
Slc39a12,Slc39a12,6.326645729,0.606833703,0.4654758,1.349243971,0.177258615,0.322654528
Memo1,Memo1,801.4900622,0.606872334,0.487929505,1.254414886,0.209691245,0.362781718
Trnt1,Trnt1,424.429603,0.6098101,0.237111356,2.571232157,0.010133737,0.039270613
Nsun7,Nsun7,3.131175226,0.610229158,0.437178453,1.43731498,0.150628514,0.289470882
Fas,Fas,31.02532897,0.610506545,0.428915915,1.422146991,0.154983584,0.295120282
Mastl,Mastl,43.48845149,0.610785882,0.452624602,1.346384264,0.178178623,0.32365507
Slc25a33,Slc25a33,205.4211246,0.610955743,0.425376934,1.436045188,0.150989483,0.289815802
LOC100362176,LOC100362176,1.999010544,0.611899433,0.384874925,1.810306676,0.070248242,0.16910086
Clba1,Clba1,159.9824515,0.61234745,0.297562909,2.05622944,0.039760406,0.111367979
Lyzl6,Lyzl6,19.5631322,0.613353868,0.488047959,1.258821432,0.208094837,0.360795004
Efcab6,Efcab6,7.304017327,0.614089399,0.486720508,1.268462849,0.20463271,0.356751488
Timm17a,Timm17a,657.6050596,0.614241693,0.230359245,2.665944608,0.007677234,0.03140305
Rtel1,Rtel1,200.1936257,0.61496814,0.26186236,2.346927046,0.018928961,0.063515252
Rwdd2a,Rwdd2a,42.57011699,0.615380355,0.419904571,1.462601927,0.143576336,0.279598403
Fam189a2,Fam189a2,37.77276227,0.615833241,0.349866606,1.755633596,0.079150992,0.184039297
Cachd1,Cachd1,19.2069225,0.617356068,0.484969524,1.274234966,0.202580157,0.35448182
Nmb,Nmb,1.908513391,0.618263894,0.38696595,1.798996432,0.072019245,0.172114971
Mmp23,Mmp23,1.908513391,0.618263894,0.38696595,1.798996432,0.072019245,0.172114971
LOC120098529,LOC120098529,104.5413529,0.61984575,0.405536523,1.528442272,0.126402766,0.256246473
Trnaa-agc_67,Trnaa-agc_67,4.193558484,0.620110081,0.477889179,1.305621099,0.191681442,0.340879349
Emilin2,Emilin2,23.27688673,0.620608381,0.456283863,1.35864593,0.174258814,0.318791528
Nfkb1,Nfkb1,88.20893205,0.621164332,0.313289078,1.980022433,0.047701008,0.127175649
Cracdl,Cracdl,15.61288686,0.621190246,0.473924217,1.305635784,0.191676445,0.340879349
Unc5b,Unc5b,251.9474735,0.621229169,0.27289641,2.275319919,0.022886745,0.073448878
Taf9,Taf9,1054.316788,0.621390713,0.253955659,2.4465564,0.014422823,0.051433441
Nup98,Nup98,161.3622029,0.621720876,0.444457047,1.504187097,0.132533199,0.264516153
Tmcc3,Tmcc3,3278.273794,0.623381013,0.386973675,1.611133414,0.107150647,0.228509999
Zfp598,Zfp598,445.7453199,0.624468169,0.252762392,2.469884151,0.013515681,0.048901377
Uprt,Uprt,108.7465939,0.624611451,0.380824413,1.638654018,0.101285335,0.220237857
Uba7,Uba7,2.0227948,0.624644667,0.38770444,1.833901185,0.066668664,0.162865855
LOC120101550,LOC120101550,12.11684319,0.625226904,0.475289172,1.311467994,0.1896997,0.338166813
Cxcl12,Cxcl12,47.87283749,0.625262598,0.463954602,1.349844593,0.177065838,0.322401004
Trnar-ucg_2,Trnar-ucg_2,2.449887916,0.625309366,0.427521203,1.626262129,0.103893904,0.224119873
Adamts14,Adamts14,33.90477471,0.626078486,0.368352539,1.695060578,0.09006393,0.202246222
LOC102549347,LOC102549347,10.96395972,0.626122831,0.488055697,1.29440839,0.195524394,0.345930147
Galnt16,Galnt16,363.7560001,0.626247559,0.229637229,2.726391099,0.006403108,0.027040502
Cited2,Cited2,187.3206683,0.627000424,0.387943896,1.615333571,0.106238477,0.227401603
Rnf180,Rnf180,67.56295438,0.628550171,0.308375611,2.035296712,0.041821027,0.115271713
LOC102556109,LOC102556109,8.703912622,0.628671616,0.488097881,1.293252972,0.19592358,0.346392438
Dop1b,Dop1b,50.49370003,0.628879503,0.390230589,1.607831262,0.10787214,0.22970507
Fjx1,Fjx1,3.679560914,0.628951148,0.462437563,1.37820622,0.168139627,0.310816353
Sipa1,Sipa1,25.56804252,0.629058467,0.456351345,1.376157661,0.168772827,0.311770724
Gem,Gem,38.99482074,0.629429745,0.370858014,1.692968094,0.090461541,0.202759379
Gipr,Gipr,16.33674032,0.630300484,0.486375499,1.296736131,0.194721993,0.345027097
Asb5,Asb5,13.48476552,0.630336141,0.477019144,1.313468343,0.189025181,0.337682401
Gnpda2,Gnpda2,121.5075568,0.631237162,0.297180933,2.121935321,0.03384317,0.099045754
Lats1,Lats1,223.6341303,0.63209442,0.362635906,1.742351837,0.081446898,0.187902943
Coq3,Coq3,309.1306622,0.633843901,0.218765636,2.896431782,0.003774327,0.017692065
Slfn4,Slfn4,14.74535759,0.634332214,0.451567219,1.397144432,0.162370143,0.304175648
Penk,Penk,16.92385117,0.635133342,0.452748446,1.395867659,0.162754351,0.304689948
Cdc16,Cdc16,361.4217288,0.635856877,0.193397758,3.286774899,0.001013418,0.00605992
Abhd13,Abhd13,200.3880333,0.636075736,0.217298175,2.925516406,0.00343885,0.016434548
Mrm1,Mrm1,110.777923,0.636141427,0.330978686,1.920281686,0.054822328,0.141209499
Arf4,Arf4,1733.857334,0.636449345,0.398404578,1.59775621,0.110097244,0.233016368
Akr1c13,Akr1c13,33.08249903,0.636607867,0.362047195,1.752824784,0.079632088,0.184721604
Pigo,Pigo,27.50949255,0.636838149,0.383580593,1.654577628,0.098010205,0.215026566
Nat8b,Nat8b,91.78504518,0.63692403,0.415507937,1.532763856,0.125334049,0.255078229
Enpp6,Enpp6,4985.809235,0.637023541,0.165278979,3.854141933,0.000116136,0.001007256
Ndufaf5,Ndufaf5,281.5501845,0.637730744,0.266484566,2.39230521,0.016742913,0.057841661
Dnaaf2,Dnaaf2,83.97184194,0.638000749,0.393079472,1.621249805,0.104964075,0.225647087
Togaram2,Togaram2,30.17940013,0.639259624,0.412917984,1.54186417,0.123106604,0.252079171
Map2k1,Map2k1,673.5676283,0.641710824,0.363977145,1.762876006,0.077921405,0.182022764
Fgfr1,Fgfr1,5955.575726,0.644366476,0.16374763,3.935042762,8.32E-05,0.000759863
LOC120093538,LOC120093538,451.3882301,0.646182883,0.256378409,2.519745766,0.011743962,0.043958073
Jph4,Jph4,47.52682329,0.647590245,0.408572059,1.580952948,0.113888796,0.238387363
LOC102547113,LOC102547113,39.30693098,0.648538284,0.386012366,1.676569636,0.093626668,0.208038996
LOC100359907,LOC100359907,5.40928766,0.648626258,0.477130587,1.373890076,0.169475811,0.312628549
RGD1561149,RGD1561149,49.15643071,0.649114487,0.399656117,1.621213711,0.104971813,0.225647087
Mreg,Mreg,270.8903349,0.64919537,0.326400609,1.988010586,0.046810519,0.125507151
Larp1,Larp1,826.7846377,0.649216711,0.292912657,2.216119497,0.026683319,0.082470832
Prpf38a,Prpf38a,546.5677087,0.649439669,0.304302097,2.133714144,0.032866188,0.096957593
Dennd4c,Dennd4c,221.8848351,0.650175756,0.314615479,2.065631983,0.038863242,0.10941814
Mad2l1,Mad2l1,43.12287071,0.650280965,0.405212037,1.600900572,0.109398943,0.232029752
Lrrc55,Lrrc55,617.3036599,0.65238208,0.225312703,2.894895139,0.003792852,0.017761548
Elp4,Elp4,397.1722122,0.652404443,0.388767732,1.677838103,0.093378709,0.207666274
RGD1565059,RGD1565059,24.88457326,0.652705073,0.436153748,1.489958404,0.136235173,0.269370016
LOC102548505,LOC102548505,2.243938068,0.654245965,0.392589875,1.928792538,0.053756623,0.139335903
Gask1a,Gask1a,198.4933563,0.65435657,0.296869895,2.203043475,0.027591685,0.084441757
LOC120102245,LOC120102245,15.05605853,0.654505036,0.484763842,1.346052031,0.178285737,0.323732121
LOC100911671,LOC100911671,2.112551596,0.654834252,0.393481754,1.902275036,0.057135208,0.145757419
Ache,Ache,22.13629799,0.655431955,0.417107106,1.564781749,0.117634093,0.244051588
Phyhipl,Phyhipl,891.7257115,0.655731789,0.218351568,3.002662298,0.002676292,0.01340428
Mxra8,Mxra8,296.8172095,0.655884932,0.218507411,3.000536021,0.002695049,0.013469309
Trnad-guc_5,Trnad-guc_5,2.19262288,0.656184126,0.393504396,1.918367515,0.055064427,0.141570725
Mctp2,Mctp2,4.682356893,0.656294956,0.457512444,1.497240283,0.134330747,0.266833963
Rpe,Rpe,307.4582187,0.657940689,0.361658837,1.818510102,0.068986204,0.166586819
Cep192,Cep192,220.9193286,0.65825791,0.248776784,2.644367342,0.008184378,0.033067193
RGD1565766,RGD1565766,2.259003808,0.658493725,0.393568919,1.935950617,0.05287375,0.137650259
Itgb5,Itgb5,151.3033516,0.659886014,0.279356607,2.360536714,0.018248512,0.061748569
Galnt14,Galnt14,45.39234165,0.659886294,0.356086022,1.848965011,0.064462865,0.15905361
Klhl17,Klhl17,117.1174991,0.661268847,0.262948866,2.512441583,0.011989895,0.044637087
Cpq,Cpq,7.340507017,0.661310337,0.488098022,1.357802121,0.174526482,0.318965124
Klf5,Klf5,6.472248336,0.661493432,0.488055612,1.355901091,0.17513064,0.319819526
Nr1d2,Nr1d2,550.4370943,0.662048849,0.226337581,2.924614666,0.00344883,0.016469599
Gpr176,Gpr176,100.9642401,0.662220195,0.448289589,1.476687822,0.139759338,0.274321681
Bace1,Bace1,687.1670285,0.663612868,0.173576888,3.822464774,0.000132124,0.001126428
LOC310926,LOC310926,42.44822609,0.663727932,0.390842815,1.695837549,0.089916649,0.202036816
LOC120096689,LOC120096689,19.76720032,0.664213318,0.443557686,1.492889586,0.135466092,0.268435054
LOC102547287,LOC102547287,157.5591348,0.664538956,0.265436006,2.50158873,0.012363746,0.045658085
Btbd6,Btbd6,206.2005387,0.665187416,0.212170013,3.133332982,0.001728332,0.009379658
LOC102548800,LOC102548800,85.65282721,0.665622109,0.314589338,2.113278721,0.034576919,0.10065573
LOC103690393,LOC103690393,4.897123038,0.666424887,0.461545507,1.468359575,0.142006576,0.277327851
Lypd3,Lypd3,10.13449697,0.667000879,0.48587866,1.38901586,0.164827927,0.306867897
Brat1,Brat1,80.34323558,0.667405528,0.46152594,1.445685368,0.14826547,0.286218498
Bloc1s4,Bloc1s4,546.747925,0.667483799,0.322738357,2.067699362,0.038668302,0.109198963
Trdmt1,Trdmt1,313.0068972,0.667639256,0.488086852,1.379438023,0.167759743,0.310326893
Atrip,Atrip,71.81234178,0.667844898,0.352193585,1.894683786,0.058134307,0.147891955
Aadat,Aadat,17.98198844,0.670529137,0.470776364,1.417966263,0.156200615,0.296560732
Tbc1d14,Tbc1d14,1048.978329,0.670879861,0.359704378,1.865016512,0.06217909,0.155200816
LOC120101092,LOC120101092,30.18337353,0.670885425,0.437222946,1.529711286,0.126088209,0.255916556
Eed,Eed,343.0600184,0.671332699,0.392527765,1.709892605,0.087285734,0.197278377
Bin3,Bin3,24.42481776,0.671801881,0.416107551,1.608840711,0.107651177,0.229327109
LOC120094784,LOC120094784,6.688958953,0.671913612,0.485521735,1.385995532,0.165748268,0.307839556
P3r3urf,P3r3urf,3.203235369,0.675474323,0.45340287,1.517575947,0.129121334,0.259907518
Gk5,Gk5,23.97471376,0.675934896,0.431341824,1.561234352,0.118468467,0.245256311
Irag2,Irag2,12.07279916,0.676045865,0.487456112,1.389848,0.164575039,0.306867897
Sned1,Sned1,564.3014277,0.676476343,0.293992611,2.300829787,0.021401254,0.069780621
P2rx5,P2rx5,4.101371117,0.676534345,0.465034357,1.483069924,0.138055834,0.271874398
Cfap20,Cfap20,246.1099111,0.676728645,0.484994059,1.418407788,0.156071743,0.296402557
Trim68,Trim68,88.8359021,0.676858227,0.32419943,2.085541374,0.037020187,0.105705412
Tfg,Tfg,670.3737094,0.677461886,0.27639309,2.450628504,0.014260705,0.051019868
LOC120099935,LOC120099935,52.65338656,0.680629255,0.3333002,2.038104067,0.041539527,0.114793955
Tmem26,Tmem26,22.93999363,0.681095823,0.486959637,1.40232475,0.160818293,0.301846058
Cep350,Cep350,373.7126235,0.681775626,0.265979053,2.562292038,0.010398384,0.040000576
Kti12,Kti12,98.88446011,0.682406073,0.299500774,2.275232776,0.02289197,0.073448878
Chst8,Chst8,55.92234303,0.682428741,0.376362934,1.808985951,0.070453186,0.169444024
Nradd,Nradd,93.95938044,0.682697934,0.270356073,2.52165427,0.011680445,0.043791387
Kank1,Kank1,2240.472618,0.682701362,0.157461006,4.335443367,1.45E-05,0.00017148
Sgce,Sgce,121.6487955,0.683140021,0.480484156,1.454473307,0.145815129,0.282666229
Klhl28,Klhl28,370.5202493,0.68333998,0.350976047,1.946358139,0.051611734,0.135124243
Phlpp1,Phlpp1,384.3986575,0.683390412,0.326310391,2.09360117,0.036295523,0.104143881
Stk17b,Stk17b,37.89518401,0.684542956,0.373310146,1.82816694,0.067524501,0.164142083
St6galnac3,St6galnac3,64.94536468,0.684767392,0.335750554,2.035088666,0.041841952,0.115285437
Lyst,Lyst,487.5586271,0.685133186,0.186299858,3.676604829,0.000236359,0.001836882
Alg12,Alg12,45.36985984,0.685162263,0.445450724,1.534795263,0.124834127,0.254539633
Pdp1,Pdp1,64.62266512,0.685312739,0.40664197,1.682057272,0.092557735,0.206391369
Foxk2,Foxk2,1567.970454,0.68567179,0.271462989,2.5256426,0.01154869,0.043405329
Pidd1,Pidd1,30.00513758,0.685998108,0.375600438,1.81937603,0.068854081,0.166396615
Kmt2b,Kmt2b,206.6484673,0.686385595,0.263312968,2.605570408,0.009172142,0.036239051
Tomm40,Tomm40,466.736713,0.687329016,0.281765629,2.438631055,0.014743012,0.052283163
Aknad1,Aknad1,15.26993272,0.688099592,0.454644777,1.504175267,0.132536244,0.264516153
Rab26,Rab26,85.71165878,0.688548639,0.332521526,2.068634659,0.038580383,0.109059316
Ranbp10,Ranbp10,582.7400339,0.688599986,0.190002682,3.623317527,0.000290848,0.002178816
Tgif1,Tgif1,9.253647864,0.688862629,0.488084469,1.405764741,0.159793995,0.300705536
Pkd2,Pkd2,134.3359983,0.689003643,0.336155215,2.047887997,0.040570975,0.112939547
Slc36a1,Slc36a1,70.90824761,0.689513972,0.432031,1.594493719,0.110825497,0.234137882
Nrip2,Nrip2,12.08590115,0.690843077,0.482437456,1.433734882,0.151647934,0.290801958
Ccdc71l,Ccdc71l,280.3946179,0.691033802,0.290809279,2.375045463,0.017546789,0.059965003
Wrap73,Wrap73,119.6303376,0.692151106,0.250134325,2.763856234,0.00571227,0.024688215
LOC120095776,LOC120095776,8.161779581,0.692202613,0.466931948,1.518832346,0.128804702,0.259907518
Nectin1,Nectin1,1151.442594,0.692646403,0.403199378,1.7182188,0.085756714,0.194970801
Oxnad1,Oxnad1,218.4879414,0.69487347,0.447255947,1.554251955,0.120124329,0.247661267
LOC103694446,LOC103694446,9.22687443,0.69525664,0.484962261,1.437408961,0.150601824,0.289470882
Trim47,Trim47,37.9080391,0.695944008,0.353847523,1.960375858,0.049951875,0.131869848
LOC108349640,LOC108349640,8.31142985,0.697014369,0.471070393,1.533728584,0.125096439,0.254785605
Gfm1,Gfm1,142.064088,0.69737042,0.434613209,1.604151389,0.108680687,0.230866039
Pxk,Pxk,289.3795916,0.697425179,0.335747032,2.076235357,0.037872189,0.107611034
Itga2b,Itga2b,53.33424581,0.697687335,0.368967369,1.887520321,0.059090376,0.149687546
Far1,Far1,1589.560612,0.697976366,0.287575731,2.426918308,0.015227684,0.053647957
T2,T2,4.48218944,0.698261508,0.474702321,1.469989803,0.141564516,0.276648856
Srp9,Srp9,1398.889631,0.698604723,0.383885202,1.820009612,0.068757541,0.166316038
LOC102547700,LOC102547700,127.0759822,0.699776734,0.433792814,1.612602366,0.106830924,0.22816105
Rer1,Rer1,1167.474629,0.700693027,0.236034948,2.96836957,0.002993841,0.01466255
Dnajc17,Dnajc17,173.9207591,0.700906681,0.234226885,2.990243245,0.002787554,0.013839252
Zmym3,Zmym3,223.7912938,0.70168802,0.301303254,2.327342296,0.019947054,0.066281438
Ewsr1,Ewsr1,1958.197312,0.701829532,0.392112023,1.790183518,0.073424414,0.174754063
Apmap,Apmap,298.1861649,0.704738566,0.390964782,1.80211862,0.071526745,0.171456
B3galt4,B3galt4,29.35237213,0.704817937,0.422764537,1.663231237,0.096266157,0.212259243
Nim1k,Nim1k,42.25991313,0.706125994,0.364785523,1.930301396,0.053569504,0.138986892
Pvr,Pvr,27.38667345,0.706630078,0.487546453,1.456026945,0.145385171,0.282054533
Psen1,Psen1,324.5734221,0.707613851,0.246859682,2.865171628,0.004167833,0.019198023
Greb1l,Greb1l,4.703042723,0.710339037,0.480030785,1.489777664,0.136282706,0.269370016
Gtf2h2,Gtf2h2,243.630303,0.711548342,0.205315803,3.46356834,0.000533061,0.003576177
LOC120101362,LOC120101362,51.11162795,0.712334063,0.459480673,1.550245425,0.121082621,0.249143286
Fam151b,Fam151b,122.7943031,0.712820549,0.383710218,1.856028673,0.063449471,0.157355028
Atp6v0b,Atp6v0b,2041.976542,0.713715945,0.209751119,3.402519992,0.000667675,0.004295995
Slc9a1,Slc9a1,277.445356,0.714492529,0.285309138,2.503205481,0.012307407,0.045533967
Psrc1,Psrc1,81.22749462,0.714906159,0.385502691,1.851349787,0.064119248,0.158466841
Cyp2j10,Cyp2j10,6.865798196,0.716560777,0.486929474,1.471358733,0.141194127,0.2762952
Sdc1,Sdc1,59.71422284,0.716884381,0.371304536,1.926460096,0.05404695,0.139867589
Slc37a4,Slc37a4,347.3019485,0.718985054,0.204164498,3.520347702,0.000430981,0.003005524
Sez6l,Sez6l,2027.725099,0.721654159,0.210775763,3.423558284,0.00061807,0.004034098
LOC120097087,LOC120097087,440.2911261,0.722164486,0.291757718,2.47490198,0.013327275,0.04837166
Fam214b,Fam214b,273.6283797,0.723108417,0.334822649,2.158479794,0.030890548,0.092349336
RGD1560208,RGD1560208,6.119091708,0.723259699,0.484558267,1.492530637,0.135560092,0.268528019
Fbxl16,Fbxl16,58.68118262,0.723945046,0.4848415,1.498912245,0.133896399,0.266230038
Fam43a,Fam43a,54.16971465,0.724584136,0.326219788,2.216153859,0.026680967,0.082470832
Nit2,Nit2,430.9249299,0.72476354,0.277207063,2.613607119,0.008959199,0.035571947
Lrrc57,Lrrc57,67.01972552,0.726816768,0.403861074,1.79684755,0.072359825,0.172674476
Aplnr,Aplnr,20.57543671,0.727317808,0.428331786,1.687486134,0.091509914,0.204466603
LOC120095676,LOC120095676,268.4354408,0.727544985,0.295275346,2.463076711,0.013775044,0.04966569
LOC120099124,LOC120099124,4.439749209,0.727915935,0.448795996,1.719423323,0.085537319,0.194612287
Ddx39b,Ddx39b,1139.864727,0.727929132,0.182567688,3.986733619,6.70E-05,0.000634563
Eftud2,Eftud2,1327.13948,0.728761706,0.20657448,3.527549581,0.000419425,0.002944606
Tmem101,Tmem101,87.99668214,0.729247215,0.452437387,1.611197961,0.107136582,0.228509999
Fam219a,Fam219a,1212.531256,0.729727792,0.172942327,4.219048054,2.45E-05,0.000270249
Apoc1,Apoc1,10.32489414,0.730766908,0.484248887,1.504590298,0.132429442,0.264416835
Mafa,Mafa,19.22008994,0.732260831,0.48677161,1.505561178,0.132179861,0.264115847
Zglp1,Zglp1,4.753795548,0.732466078,0.479775963,1.532054275,0.125509042,0.255262172
Cisd2,Cisd2,1035.439412,0.732532976,0.336240982,2.178418709,0.029374878,0.088743687
Elovl2,Elovl2,443.312265,0.733561992,0.186078517,3.941028616,8.11E-05,0.000745884
Gpr143,Gpr143,14.25483453,0.733676146,0.487536958,1.508630484,0.131393239,0.26294246
LOC120098310,LOC120098310,31.3542676,0.737045989,0.408364185,1.796660788,0.072389488,0.172674476
Plgrkt,Plgrkt,311.2154927,0.737354252,0.242438232,3.040079213,0.002365159,0.012118582
Asmtl,Asmtl,328.2906741,0.739207296,0.205880362,3.588870189,0.000332114,0.002429964
LOC498453,LOC498453,35.94766856,0.73976277,0.404818521,1.820078598,0.068747036,0.166316038
Sik3,Sik3,434.0062209,0.739824936,0.251531995,2.940624813,0.00327551,0.015780146
LOC102554363,LOC102554363,22.56620071,0.741008902,0.430015878,1.714397095,0.086455822,0.196080027
Lrrc27,Lrrc27,5.507326202,0.743318504,0.481283017,1.543677427,0.122666497,0.251633059
Fzd8,Fzd8,166.982749,0.743327926,0.228734052,3.246845848,0.001166916,0.006798027
Sf3b6,Sf3b6,866.1860656,0.743396774,0.359125579,2.069880467,0.03846354,0.108845357
Hax1,Hax1,308.2568578,0.744297286,0.242647819,3.066081348,0.002168843,0.011300466
Doc2g,Doc2g,4.339427244,0.745286774,0.463415727,1.626266586,0.103892957,0.224119873
Enkd1,Enkd1,40.49538962,0.746040315,0.354836201,2.094694524,0.036198156,0.103909988
Tacc2,Tacc2,175.6169736,0.746086859,0.314121422,2.373147341,0.017637227,0.060203716
RGD621098,RGD621098,18.93465209,0.746455386,0.462793835,1.610870956,0.107207852,0.228598435
Chmp1b,Chmp1b,611.0629076,0.74689995,0.270733394,2.758118933,0.005813504,0.025017361
Spire2,Spire2,13.40340285,0.74879244,0.487950981,1.541930827,0.123090404,0.252079171
Trmu,Trmu,114.9097942,0.749341931,0.398291571,1.880977471,0.059974984,0.151352982
Gskip,Gskip,121.0968763,0.750190788,0.338066379,2.216539597,0.026654569,0.082470832
LOC103691238,LOC103691238,43.14396601,0.750687109,0.44062449,1.699162261,0.089288615,0.20109311
Dnajc22,Dnajc22,2.837449765,0.751846904,0.440845888,1.842354369,0.065423332,0.160819782
Gtpbp6,Gtpbp6,215.5357303,0.751966389,0.322954664,2.327777283,0.019923933,0.066223102
Psph,Psph,284.7933632,0.753810661,0.30408234,2.477627194,0.013225926,0.048078483
Prrg2,Prrg2,91.60453401,0.754484805,0.26675744,2.823739666,0.004746692,0.021349717
Fam234a,Fam234a,64.38187776,0.754690113,0.322906044,2.332187359,0.019690837,0.065635289
Spint2,Spint2,7.387456125,0.755115239,0.48737594,1.538019151,0.124043932,0.253445824
Tmem199,Tmem199,148.1394553,0.755393664,0.296799575,2.542663732,0.011001105,0.041724991
Slc30a1,Slc30a1,11.70396015,0.757113212,0.487606048,1.559374259,0.118907825,0.245863939
Ndfip1,Ndfip1,2778.236275,0.758814226,0.161921089,4.686099176,2.78E-06,4.06E-05
Pnma3,Pnma3,38.26598324,0.759049518,0.385578496,1.960645647,0.049920374,0.131836702
Chst11,Chst11,1086.21902,0.759678198,0.183882575,4.130730064,3.62E-05,0.00037474
Map3k14,Map3k14,28.09190743,0.760575191,0.40077762,1.891180769,0.058600218,0.148730386
Mgst1,Mgst1,157.4434112,0.760738894,0.292848483,2.595917764,0.009433864,0.037054044
Edem3,Edem3,632.7873645,0.760854352,0.304995865,2.49412198,0.012626914,0.046428886
Sec11c,Sec11c,3353.533152,0.761071154,0.223883835,3.399249704,0.00067571,0.004336569
Srsf7,Srsf7,2295.051008,0.761489951,0.162896514,4.67442032,2.95E-06,4.25E-05
LOC120101516,LOC120101516,2.548975714,0.761775883,0.411578475,2.147080171,0.0317869,0.094430673
B4galt4,B4galt4,54.43917797,0.761884048,0.415053505,1.833776906,0.066687117,0.162865855
Cav2,Cav2,26.67556345,0.7622556,0.485268948,1.574362394,0.115403693,0.24066962
Spag5,Spag5,53.2004557,0.762720024,0.320220996,2.375118486,0.017543318,0.059965003
Taf8,Taf8,455.4618655,0.765564535,0.263077103,2.909111329,0.003624578,0.017119693
Zfp958,Zfp958,14.47779354,0.765856498,0.480856689,1.583394501,0.113331576,0.237485299
Asb6,Asb6,205.4196674,0.766523655,0.437447987,1.752730283,0.079648315,0.184721604
Trim3,Trim3,75.70277288,0.766610727,0.351059284,2.18079063,0.029198906,0.0883255
Elf2,Elf2,292.5491761,0.76684454,0.259802537,2.950265872,0.003175006,0.015383886
LOC103693340,LOC103693340,6.450893167,0.76728237,0.470385783,1.693385394,0.090382133,0.202633911
Homez,Homez,122.5268454,0.767942513,0.321875999,2.382695806,0.017186389,0.059005225
LOC100911664,LOC100911664,1596.42695,0.768615252,0.268240135,2.865142002,0.004168223,0.019198023
Dusp14,Dusp14,17.02838172,0.771388644,0.471444212,1.625689406,0.104015745,0.224277746
Podxl,Podxl,1031.029339,0.771749607,0.219852674,3.509878005,0.000448312,0.003107638
Acox3,Acox3,169.4381025,0.77211408,0.246088715,3.134727586,0.001720138,0.009351074
Zfp69,Zfp69,3.501040422,0.772666103,0.461005229,1.684944356,0.091999308,0.205411579
Ndufc2,Ndufc2,1768.911649,0.773411854,0.318091381,2.431317259,0.015044035,0.053125413
Afap1l2,Afap1l2,182.1630996,0.775720199,0.418407455,1.853463616,0.063815937,0.157890378
Ppp1cb,Ppp1cb,2281.62354,0.776212693,0.375930546,2.065061829,0.038917151,0.109472197
Mfap3,Mfap3,409.5715039,0.776499346,0.232567887,3.337689643,0.000844781,0.005226815
Chst1,Chst1,335.8517655,0.776737105,0.243810365,3.184278865,0.001451151,0.008132261
Gnptg,Gnptg,1044.351962,0.776903208,0.24986495,3.10895403,0.001877509,0.010001337
Ncoa5,Ncoa5,501.2092541,0.776939292,0.337915607,2.298583066,0.021528626,0.070113371
Lrch3,Lrch3,339.9127535,0.777329079,0.26459909,2.936304829,0.003321478,0.015967753
Ubr7,Ubr7,492.4599278,0.778444281,0.179492525,4.33551841,1.45E-05,0.00017148
Itpka,Itpka,26.32250033,0.780372735,0.444445586,1.748176461,0.080433476,0.186132279
LOC120098329,LOC120098329,32.30128334,0.78157311,0.476286232,1.644880815,0.099994392,0.218004164
Igsf10,Igsf10,44.06308569,0.782880666,0.379019673,2.059663498,0.039430721,0.110576889
Apoa5,Apoa5,11.06395836,0.78351278,0.487898572,1.612010541,0.106959646,0.228286454
Lrrc8c,Lrrc8c,135.8236405,0.784196813,0.258308294,3.032617692,0.002424425,0.012353976
Zfp141,Zfp141,13.09390475,0.784679041,0.488088275,1.61007995,0.107380403,0.22889468
Man2b2,Man2b2,120.3784548,0.784745448,0.278649809,2.812555886,0.004914948,0.021960936
Nmrk1,Nmrk1,26.30606481,0.78637009,0.47512021,1.657532439,0.097411876,0.214119063
Man1c1,Man1c1,62.7126513,0.787413868,0.342287326,2.294498373,0.021761888,0.070708025
Fgfrl1,Fgfrl1,2063.881707,0.787623976,0.151610407,5.194667617,2.05E-07,4.15E-06
Tesk2,Tesk2,554.0625552,0.788179246,0.207722539,3.79322368,0.000148704,0.001239847
Shisa3,Shisa3,6.864563564,0.789990628,0.486554934,1.631145161,0.102859693,0.222325131
LOC120102467,LOC120102467,7.352666304,0.790059974,0.486777053,1.621172187,0.104980716,0.225647087
LOC100360841,LOC100360841,27.86127201,0.790257753,0.42309179,1.860464988,0.062819768,0.156295042
Slc30a7,Slc30a7,416.4734763,0.790627012,0.296194847,2.6686468,0.007615749,0.031225002
Copb1,Copb1,789.9827001,0.790828045,0.324670172,2.435469548,0.014872476,0.052610868
Dnajb11,Dnajb11,475.8057711,0.791499389,0.238934499,3.311517491,0.000927914,0.005658111
Ttc39a,Ttc39a,52.80389036,0.791681636,0.322873489,2.444792894,0.014493534,0.051595931
Wnt5a,Wnt5a,28.95493207,0.792002534,0.450932563,1.755139381,0.07923547,0.184137033
Sfswap,Sfswap,690.6383497,0.79349145,0.175582703,4.518178742,6.24E-06,8.22E-05
