GENE,SNP,baseMean,EFFECTSIZE,lfcSE,stat,pvalue,P
Atp10d,Atp10d,14.62461396,0.793898783,0.465563547,1.694314182,0.090205597,0.202381414
Itm2a,Itm2a,418.2323378,0.794016982,0.194529816,4.080157828,4.50E-05,0.00045109
Aftph,Aftph,332.5783805,0.794173671,0.345965174,2.294618512,0.021754996,0.070708025
Myo15b,Myo15b,3.922244826,0.795072569,0.45620421,1.770128547,0.076705729,0.180209773
LOC102555663,LOC102555663,20.43192062,0.795237566,0.43160828,1.830911816,0.067113706,0.163395694
Napb,Napb,39.83920213,0.797729794,0.366342941,2.16931182,0.030059018,0.0903713
Zc3h8,Zc3h8,179.9362235,0.799438947,0.259306297,3.080020617,0.002069863,0.010852579
Rbis,Rbis,612.7226937,0.800011566,0.214075833,3.736199857,0.000186822,0.001505075
RGD1309534,RGD1309534,388.9541136,0.800347606,0.374521089,2.136438693,0.032643673,0.096506628
Crls1,Crls1,117.6526695,0.800963654,0.425525756,1.881213757,0.059942847,0.151328838
Alg14,Alg14,653.432521,0.801231936,0.293266805,2.731398533,0.006306616,0.026741238
Laptm4a,Laptm4a,2917.774502,0.801908712,0.246659538,3.250905353,0.001150381,0.006722527
P4hb,P4hb,4157.107634,0.802521799,0.162213391,4.947153129,7.53E-07,1.30E-05
Chst14,Chst14,69.31318159,0.802544154,0.346810953,2.308859315,0.020951389,0.068750294
Carmil3,Carmil3,110.7995149,0.80306878,0.258163053,3.106118885,0.001895605,0.010077748
Klhl7,Klhl7,125.7425236,0.807914149,0.361244158,2.233727248,0.025501025,0.079723334
LOC100910986,LOC100910986,17.26787697,0.808633869,0.43839785,1.831764551,0.066986507,0.163281908
Mrpl57,Mrpl57,434.0184739,0.810798293,0.242635678,3.340669028,0.000835768,0.005181426
Slc12a7,Slc12a7,596.7794301,0.811002212,0.386010784,2.100946224,0.035645687,0.102891964
Zfyve28,Zfyve28,81.86330644,0.811933189,0.326641156,2.480714476,0.013111936,0.047719977
Fbxl17,Fbxl17,1056.44392,0.812850943,0.317224176,2.562102001,0.010404076,0.040000576
LOC120096387,LOC120096387,4.806604331,0.814795702,0.457374664,1.869606996,0.061538413,0.154150792
Mylk4,Mylk4,2.75268195,0.815090181,0.419511257,2.258931173,0.023887667,0.075895471
Mpzl1,Mpzl1,2818.677521,0.816232803,0.275094666,2.966972614,0.003007477,0.014710539
Atp8b2,Atp8b2,94.46370616,0.816326806,0.2826716,2.882821598,0.003941306,0.018312111
Slc26a2,Slc26a2,1824.876386,0.816659112,0.330014513,2.474562804,0.013339936,0.048393333
Mob1a,Mob1a,306.2925431,0.817061614,0.408421446,2.000448726,0.045451831,0.122501934
Arsa,Arsa,380.8032638,0.818502267,0.289118897,2.830074725,0.004653713,0.021023686
Amn,Amn,22.71344508,0.81904724,0.459140939,1.78043366,0.075005017,0.177266386
Trnaa-ugc_5,Trnaa-ugc_5,16.12102807,0.81917335,0.47206074,1.727068184,0.084155419,0.192409822
Prdm10,Prdm10,34.09109226,0.824110415,0.418062425,1.964525697,0.049469159,0.13096091
Sqle,Sqle,3157.302879,0.824619888,0.157353672,5.240297003,1.60E-07,3.35E-06
Rnf4,Rnf4,473.0229147,0.825558859,0.18925347,4.360573969,1.30E-05,0.000156058
Cmbl,Cmbl,24.96045162,0.82594727,0.400801773,2.048641542,0.040497179,0.112830976
Trim59,Trim59,326.4847121,0.825983852,0.357982905,2.306298734,0.021093946,0.069094586
Tmem249,Tmem249,3.200481793,0.826057991,0.44759814,1.988110879,0.046799429,0.125507151
Eno3,Eno3,36.55377101,0.827945093,0.399567431,2.06653329,0.038778152,0.109346606
Eml3,Eml3,181.0198556,0.828747908,0.227745919,3.635362947,0.00027759,0.002094337
Rev1,Rev1,181.0622781,0.830736855,0.358640184,2.314306957,0.02065089,0.067946406
Ppp1r3g,Ppp1r3g,6.132390816,0.831530379,0.482523231,1.722208792,0.085031703,0.193824237
Srrm2,Srrm2,4714.629826,0.83177237,0.172150582,4.83149733,1.36E-06,2.17E-05
Lrrc24,Lrrc24,21.67191527,0.831878529,0.446161559,1.859011469,0.063025513,0.156617808
Opcml,Opcml,1472.414692,0.832269282,0.266245711,3.125635669,0.001774212,0.009576774
Gfer,Gfer,146.4794934,0.83303458,0.29816925,2.791600645,0.005244804,0.023089806
Plppr5,Plppr5,1244.294484,0.833832994,0.307902291,2.707850517,0.006772052,0.028372995
Xrcc1,Xrcc1,524.8994948,0.836430373,0.247730591,3.375454842,0.000736938,0.004669282
Cnep1r1,Cnep1r1,147.0833617,0.836974899,0.438710746,1.907912397,0.05640254,0.144185006
Trappc6b,Trappc6b,321.308303,0.838488576,0.423404594,1.980857007,0.047607312,0.127000774
Pcdh19,Pcdh19,89.06789985,0.840093382,0.446341972,1.881165423,0.05994942,0.151328838
LOC120100722,LOC120100722,24.98592734,0.840290875,0.432892029,1.930374384,0.053560466,0.138986892
Rexo5,Rexo5,7.288159585,0.84086836,0.477142314,1.797147714,0.072312173,0.172616454
LOC120098258,LOC120098258,510.9180899,0.841263881,0.283973331,2.961615116,0.003060301,0.014940016
Dgat2,Dgat2,624.1757198,0.842888737,0.183257316,4.59832008,4.26E-06,5.88E-05
Nrip1,Nrip1,35.93796312,0.845697958,0.382833197,2.199666941,0.027830534,0.085060424
Slc35d3,Slc35d3,9.192213466,0.846388581,0.48798288,1.72781797,0.084020865,0.192203169
RGD1562739,RGD1562739,93.54311391,0.846612512,0.339522333,2.490327239,0.012762553,0.046778376
Odf3l1,Odf3l1,5.27845231,0.846845984,0.481530143,1.752694095,0.07965453,0.184721604
Hopx,Hopx,234.0506449,0.847288444,0.420637345,2.014401921,0.043967353,0.119583113
Nmnat1,Nmnat1,142.7893445,0.847357548,0.249834305,3.387390622,0.000705608,0.00449855
Lrp3,Lrp3,137.7538558,0.849069957,0.258153391,3.284494478,0.001021655,0.006095796
H1f0,H1f0,4734.21107,0.84992175,0.347044706,2.449244912,0.014315607,0.05114481
Pard6g,Pard6g,26.95221236,0.850944184,0.421783046,2.006025149,0.044853565,0.121259608
Cep72,Cep72,6.078050499,0.851482189,0.484890065,1.748293989,0.080413134,0.186132279
Nfkb2,Nfkb2,48.08270723,0.852888359,0.355084917,2.393383858,0.016693766,0.057709265
LOC102553561,LOC102553561,5.739261277,0.853304131,0.482074073,1.784662488,0.074316079,0.176333084
Cadm2,Cadm2,1668.777188,0.853380534,0.301520488,2.830043494,0.004654168,0.021023686
Mfsd11,Mfsd11,207.2867639,0.855361193,0.269318674,3.173311666,0.001507106,0.008394543
LOC103693092,LOC103693092,16.91205266,0.856311278,0.456829119,1.858259391,0.063132188,0.156777843
Shisa6,Shisa6,39.9422341,0.856790602,0.420058919,2.032005821,0.042153067,0.115983016
Ttc39b,Ttc39b,19.77728503,0.859240857,0.430082034,1.982904897,0.047378054,0.126559254
Ctnnd1,Ctnnd1,501.0562312,0.860019327,0.400683365,2.146615009,0.031823944,0.094498799
Cdh11,Cdh11,247.7386939,0.860217768,0.334636928,2.568937726,0.010201079,0.039467327
Nfs1,Nfs1,442.6449424,0.860274882,0.251921073,3.413399487,0.000641578,0.004164285
Gpcpd1,Gpcpd1,190.0011646,0.863229637,0.231653524,3.722683116,0.000197117,0.001574767
Exosc3,Exosc3,39.74865785,0.86455949,0.473921998,1.824800573,0.068031129,0.16508036
Trnap-agg_73,Trnap-agg_73,3.792994991,0.866579281,0.446032126,2.101846275,0.035566744,0.102728058
Acp1,Acp1,919.9781118,0.866590345,0.345167424,2.510376355,0.012060255,0.044830021
Bphl,Bphl,78.07220156,0.867854179,0.341682916,2.534252617,0.011268746,0.042522662
Itm2b,Itm2b,1737.846859,0.870578789,0.176210893,4.940020043,7.81E-07,1.34E-05
Ggcx,Ggcx,68.29074349,0.871118778,0.352881541,2.461543333,0.013834069,0.049828621
Zfp395,Zfp395,244.5987082,0.871999621,0.428546078,2.035029189,0.041847936,0.115285437
Sqor,Sqor,30.37370774,0.872048514,0.478936793,1.819504521,0.068834494,0.16639265
Ypel4,Ypel4,101.2845101,0.873193963,0.268093329,3.250974819,0.0011501,0.006722527
Crtc2,Crtc2,116.8936826,0.87424194,0.454271007,2.173917143,0.029711358,0.089517198
Galnt13,Galnt13,25.17167967,0.87457585,0.448547895,1.939330658,0.052461088,0.136819403
Ahsa2,Ahsa2,115.6419594,0.874961865,0.249183858,3.50545387,0.000455829,0.003150991
Serinc5,Serinc5,3179.867354,0.874994862,0.37982348,2.304226636,0.021209925,0.069303195
Dll1,Dll1,24.20041675,0.875460071,0.487313794,1.806410867,0.070854185,0.170165673
Adam22,Adam22,120.977266,0.877989166,0.255848898,3.426027855,0.000612478,0.004013247
Zbtb40,Zbtb40,388.9157001,0.880290169,0.22732012,3.870962816,0.000108406,0.000948197
Cd83,Cd83,11.04678976,0.881374205,0.487916611,1.824785256,0.068033442,0.16508036
Mpc2,Mpc2,1182.772283,0.881970731,0.283193391,3.113932019,0.00184612,0.009872201
LOC120099976,LOC120099976,8.044728127,0.882281914,0.48591682,1.835013167,0.066503739,0.162585603
Cradd,Cradd,24.88882694,0.883095428,0.481592597,1.836868176,0.066229358,0.162272004
Uty,Uty,412.420331,0.883189578,0.248998907,3.545648465,0.000391648,0.002788636
B4galnt4,B4galnt4,78.62598229,0.883472089,0.362373951,2.433412962,0.014957231,0.052849073
Vezt,Vezt,282.5101949,0.883621886,0.267975222,3.295038853,0.000984081,0.005927247
Ugcg,Ugcg,752.4569492,0.885834253,0.330149187,2.682695588,0.007303143,0.030151597
Cyp2u1,Cyp2u1,319.288612,0.885878776,0.306994659,2.883878422,0.003928104,0.018265996
St6gal1,St6gal1,1696.637595,0.886798,0.349934876,2.5342557,0.011268647,0.042522662
Cul2,Cul2,280.0592174,0.887543398,0.307309801,2.886069758,0.003900857,0.01817638
LOC120102473,LOC120102473,14.78553199,0.888068842,0.452869581,1.945450146,0.051720824,0.135269287
Wdr59,Wdr59,134.2179881,0.889005856,0.300379321,2.955591884,0.003120697,0.015164387
Scfd1,Scfd1,843.2085387,0.889879112,0.195068442,4.560856501,5.09E-06,6.87E-05
Trnaa-agc_71,Trnaa-agc_71,3.060907665,0.89071405,0.4296067,2.412668072,0.015836234,0.055363033
Ubap1l,Ubap1l,3.213630682,0.891068339,0.429084518,2.435538137,0.014869657,0.052610868
LOC688286,LOC688286,83.90914206,0.892305755,0.356119291,2.501520335,0.012366134,0.045658085
LOC102555346,LOC102555346,274.5761859,0.892359876,0.254409636,3.505411985,0.000455901,0.003150991
Kdm8,Kdm8,159.0379037,0.892940464,0.44509147,2.006831565,0.044767601,0.121133171
Grb7,Grb7,4.887653025,0.893269029,0.461795614,1.98638597,0.046990483,0.12586037
Pdia6,Pdia6,1907.963883,0.893476472,0.190904496,4.679763972,2.87E-06,4.16E-05
Clec9a,Clec9a,9.76611166,0.893789812,0.487760674,1.827878514,0.067567786,0.164172504
Lgi3,Lgi3,716.1480036,0.898507924,0.220713342,4.070091901,4.70E-05,0.000466757
Slc25a17,Slc25a17,1215.663984,0.899442201,0.333435196,2.697332471,0.006989745,0.029086588
Serpinh1,Serpinh1,620.1935415,0.900700401,0.182564353,4.93214327,8.13E-07,1.38E-05
Zfand6,Zfand6,1531.418977,0.900949281,0.202851864,4.440897012,8.96E-06,0.000112775
Pikfyve,Pikfyve,554.6226417,0.901660464,0.273080584,3.300739435,0.000964304,0.005835864
Zbtb26,Zbtb26,77.38939559,0.90305961,0.307476999,2.929298532,0.00339728,0.016269565
Cep85,Cep85,250.2392915,0.903436744,0.249175663,3.622678611,0.000291568,0.002178816
Stt3b,Stt3b,60.49302727,0.903782604,0.325950326,2.763811553,0.005713052,0.024688215
Tyw5,Tyw5,119.9109185,0.90389851,0.260922868,3.458047976,0.000544104,0.003635729
Cpvl,Cpvl,7.511331126,0.904427871,0.486530251,1.857305544,0.063267696,0.157038387
Zbtb48,Zbtb48,60.51173729,0.906307128,0.383175693,2.361326817,0.018209675,0.061678805
Mbip,Mbip,43.82215834,0.907018612,0.361151642,2.501584105,0.012363907,0.045658085
LOC108352541,LOC108352541,104.7505931,0.907517947,0.401322037,2.260675512,0.023779358,0.075710961
Ackr3,Ackr3,29.58208434,0.90796179,0.391268504,2.306533553,0.021080838,0.069063952
Mageh1,Mageh1,1614.69232,0.909219967,0.181112513,5.019611319,5.18E-07,9.36E-06
Adam9,Adam9,240.3513576,0.910946243,0.483714395,1.94969157,0.051212892,0.134338754
P2rx7,P2rx7,32.50632506,0.912184846,0.423734153,2.143972379,0.0320351,0.09504527
Gemin2,Gemin2,732.6337565,0.912782598,0.282988808,3.224695151,0.001261069,0.007253173
Necap1,Necap1,488.9506562,0.913109798,0.419334637,2.178463723,0.02937153,0.088743687
Cfap70,Cfap70,3.16606217,0.915697611,0.4325654,2.463344911,0.013764743,0.049662643
Coq9,Coq9,276.5861091,0.916635074,0.268497699,3.411332874,0.000646461,0.004189909
Scn8a,Scn8a,66.06007317,0.916808287,0.344791517,2.653162217,0.007974154,0.032383866
LOC120095599,LOC120095599,7.886441007,0.920447904,0.488044459,1.868113778,0.061746214,0.154508215
Hspa2,Hspa2,1431.623709,0.92235528,0.20045645,4.600624562,4.21E-06,5.82E-05
Orc2,Orc2,418.0391304,0.922355333,0.264949379,3.479540761,0.000502274,0.003416059
Rps6kb2,Rps6kb2,606.6815671,0.92290476,0.246843119,3.737930561,0.000185541,0.001496516
Tmem265,Tmem265,53.78839932,0.923216499,0.417587159,2.203377816,0.02756813,0.084426056
Tusc1,Tusc1,21.22905909,0.924205204,0.461439429,1.989229494,0.046675878,0.125267222
Gk,Gk,85.85852106,0.92473638,0.356219269,2.589628279,0.009607962,0.037578662
Slc1a3,Slc1a3,1768.38797,0.927944286,0.196617719,4.718981299,2.37E-06,3.54E-05
Sec62,Sec62,7832.657369,0.928805375,0.293800989,3.16139301,0.001570165,0.008657617
Nt5c3a,Nt5c3a,515.6801612,0.930144286,0.335618093,2.770571597,0.0055958,0.024311835
Ocrl,Ocrl,65.69027341,0.931869047,0.333298603,2.787907611,0.005304967,0.023288353
Cd9,Cd9,15476.68196,0.932611964,0.483411175,1.946410081,0.0516055,0.135124243
Hr,Hr,284.463178,0.933181887,0.443266022,2.107519501,0.035072573,0.101625777
Tmem126a,Tmem126a,223.7978156,0.933940703,0.40476573,2.306572906,0.021078641,0.069063952
Ext1,Ext1,184.2979081,0.93461563,0.311684632,2.995792685,0.002737325,0.013637349
Pabir2,Pabir2,88.86553265,0.934979007,0.30213911,3.08762855,0.002017605,0.010628536
Cnih4,Cnih4,432.2549862,0.93654355,0.242806856,3.855208406,0.000115631,0.001004755
Mrps7,Mrps7,328.9997624,0.936683837,0.198288995,4.72068411,2.35E-06,3.51E-05
Mgat5b,Mgat5b,48.29636536,0.937339096,0.403545866,2.315632182,0.02057836,0.067844736
Parm1,Parm1,49.70025188,0.937619942,0.364727779,2.562161475,0.010402294,0.040000576
LOC100912031,LOC100912031,142.384192,0.938319327,0.292294095,3.206447072,0.00134385,0.007647441
Plekha5,Plekha5,224.0088634,0.941007765,0.259515094,3.622955491,0.000291256,0.002178816
Mef2b,Mef2b,9.689883796,0.942127455,0.487938558,1.930353449,0.053563059,0.138986892
Sspo,Sspo,52.83606565,0.942882825,0.344392378,2.728438391,0.006363498,0.026915679
Trnap-agg_88,Trnap-agg_88,3.712923707,0.947916472,0.456893564,2.188612407,0.028625023,0.086944112
Mosmo,Mosmo,255.2195899,0.956231579,0.217275041,4.397074694,1.10E-05,0.000134729
Grid1,Grid1,573.8890191,0.961263452,0.266150082,3.610359599,0.000305773,0.002260817
LOC120098927,LOC120098927,3.31804483,0.962739395,0.438093516,2.54867802,0.010813208,0.04120619
Fut8,Fut8,293.9490458,0.963076589,0.368305553,2.613480225,0.008962527,0.035571947
Arap1,Arap1,199.9774,0.963280288,0.393086588,2.448858755,0.014330963,0.05117255
Sdhaf4,Sdhaf4,222.495308,0.964643589,0.397598115,2.425138261,0.015302558,0.053802678
Trnas-aga_43,Trnas-aga_43,4.712982456,0.964653767,0.468677245,2.055554508,0.039825477,0.111473658
Slc7a4,Slc7a4,18.9488589,0.967005426,0.461562302,2.08605973,0.036973213,0.105643653
Ccnt1,Ccnt1,291.0809808,0.968690461,0.232319194,4.166437835,3.09E-05,0.000327649
Krit1,Krit1,1185.250945,0.970383667,0.194702359,4.983016944,6.26E-07,1.10E-05
LOC102553820,LOC102553820,123.5812211,0.972729196,0.272344331,3.565778215,0.000362778,0.002608449
Sec11a,Sec11a,1803.618719,0.974998831,0.174027879,5.601869321,2.12E-08,5.54E-07
Mia,Mia,10.13387841,0.977846531,0.480157304,2.008368681,0.044604128,0.120796605
LOC108352923,LOC108352923,318.6447293,0.978645929,0.389871673,2.510338991,0.012061531,0.044830021
Pnrc1,Pnrc1,308.4238878,0.979165292,0.409759169,2.389783322,0.016858315,0.058126393
Rictor,Rictor,475.6718813,0.980062811,0.290990625,3.366453589,0.000761414,0.004793817
Wif1,Wif1,9.141853149,0.980483423,0.487963529,1.988057392,0.046805343,0.125507151
Hmgb2l1,Hmgb2l1,131.9138185,0.980751452,0.479831505,2.154474832,0.031202954,0.09308255
Clpx,Clpx,414.6633839,0.984275387,0.212383862,4.632111475,3.62E-06,5.12E-05
Il17rd,Il17rd,111.6464894,0.984846728,0.278294002,3.531728074,0.000412854,0.002909976
Cpsf6,Cpsf6,1255.957892,0.986220247,0.170683911,5.777114204,7.60E-09,2.22E-07
Orc4,Orc4,254.0486053,0.986317496,0.207611445,4.746356534,2.07E-06,3.14E-05
Cox16,Cox16,296.9302418,0.98896642,0.328469088,3.008892882,0.002622015,0.013183306
Ldb1,Ldb1,255.9874542,0.993582452,0.416822847,2.3840208,0.017124634,0.058847683
Mzt1,Mzt1,118.8271953,0.996923444,0.397714393,2.503251228,0.012305816,0.045533967
Nfasc,Nfasc,17641.40754,0.997493057,0.241485777,4.130645656,3.62E-05,0.00037474
Jade3,Jade3,19.01539584,1.002396562,0.481893958,2.070830079,0.038374678,0.108661566
LOC120097646,LOC120097646,5.20890421,1.003318307,0.48276913,2.048544222,0.040506704,0.112830976
Apaf1,Apaf1,216.9317749,1.004932017,0.383486375,2.618704283,0.008826443,0.035142636
LOC100912167,LOC100912167,1287.095481,1.005789618,0.205127661,4.902372139,9.47E-07,1.58E-05
RGD1307621,RGD1307621,35.05250759,1.006390842,0.420893395,2.383614007,0.017143573,0.058899578
Tmem150a,Tmem150a,457.3569612,1.006611876,0.399366295,2.520662192,0.011713424,0.04387553
Mbd2,Mbd2,296.674961,1.007718849,0.3089772,3.258934136,0.001118316,0.00656819
Emp1,Emp1,60.15000422,1.008323218,0.372828573,2.694334216,0.00705294,0.029270965
Arvcf,Arvcf,437.6718145,1.009304005,0.244868214,4.119601329,3.80E-05,0.000389032
Tmcc1,Tmcc1,45.56264446,1.009369148,0.351364155,2.858338973,0.004258652,0.019540051
Fastkd1,Fastkd1,44.55634934,1.009453933,0.352878937,2.845567903,0.004433231,0.020197886
RGD1311517,RGD1311517,70.14253546,1.013647896,0.319632659,3.161665477,0.001568697,0.008655115
Prdx4,Prdx4,261.0738672,1.014062738,0.21051425,4.812531513,1.49E-06,2.36E-05
LOC120094092,LOC120094092,29.45679274,1.017696591,0.477756087,2.133988904,0.032843689,0.096957593
Tmem39b,Tmem39b,341.8554748,1.019000314,0.384873408,2.64681097,0.008125476,0.032871578
LOC100910596,LOC100910596,56.2171418,1.020903972,0.343966819,2.95550993,0.003121526,0.015164387
Elovl5,Elovl5,1381.528103,1.022356115,0.187418073,5.454155789,4.92E-08,1.16E-06
Det1,Det1,39.53208447,1.024414869,0.377376307,2.697725697,0.006981494,0.029077872
Efcab1,Efcab1,3.689795373,1.024630572,0.444052929,2.681404744,0.007331378,0.030236854
Pnpla6,Pnpla6,139.9952372,1.02572355,0.307992208,3.325441242,0.000882787,0.005424416
Usp51,Usp51,12.79879296,1.026755236,0.462987998,2.187863154,0.028679572,0.087081268
Bend3,Bend3,34.98302513,1.026940732,0.481913018,2.138406382,0.032483775,0.096144715
Anpep,Anpep,16.69355748,1.026961273,0.485261524,2.112697258,0.034626688,0.100761751
Ptpra,Ptpra,785.6048638,1.028085512,0.213909046,4.804807927,1.55E-06,2.43E-05
Tmem200c,Tmem200c,144.2256513,1.02840139,0.370672029,2.770345285,0.00559969,0.02431246
Tspan15,Tspan15,184.2326873,1.029366115,0.301317048,3.411513149,0.000646034,0.004189909
Rpn1,Rpn1,2806.995686,1.029600073,0.183169717,5.620539347,1.90E-08,5.04E-07
Ralgapa1,Ralgapa1,158.0720826,1.030488382,0.280927814,3.663196608,0.000249087,0.001920276
Magt1,Magt1,1442.028906,1.032644895,0.214810083,4.806467815,1.54E-06,2.42E-05
Tmem51,Tmem51,72.48824606,1.037766188,0.401744685,2.578845907,0.0099131,0.038571432
Erp44,Erp44,643.6591324,1.03864714,0.303155743,3.42497635,0.000614853,0.004023274
Tor1a,Tor1a,256.0503491,1.042082933,0.329322323,3.161650464,0.001568777,0.008655115
Pcdhb12,Pcdhb12,5.997100571,1.042921962,0.487602424,2.096558303,0.036032694,0.103603349
Atg16l1,Atg16l1,553.0524418,1.043114481,0.172895339,6.03048948,1.63E-09,5.60E-08
Ninl,Ninl,37.00526717,1.043927012,0.425982749,2.438713555,0.014739647,0.052283163
Cpt1c,Cpt1c,255.1170479,1.044339162,0.214718913,4.859223934,1.18E-06,1.93E-05
Nup54,Nup54,67.4506477,1.045953823,0.407469978,2.563706769,0.0103561,0.039882275
Dhcr7,Dhcr7,720.4088165,1.046612891,0.172555035,6.063314705,1.33E-09,4.66E-08
Gatb,Gatb,26.85946233,1.047160154,0.470515361,2.216041674,0.026688648,0.082470832
Rfx3,Rfx3,141.9443176,1.049842667,0.298155752,3.515777924,0.000438468,0.003049702
Selenot,Selenot,4776.119471,1.050055986,0.350512326,2.996255751,0.002733171,0.013627639
LOC103690163,LOC103690163,284.2359606,1.050594281,0.206853131,5.074445008,3.89E-07,7.30E-06
Cux2,Cux2,109.9723612,1.052934009,0.334927956,3.136534569,0.001709573,0.009301822
Zfp748,Zfp748,110.2335674,1.054052822,0.384203303,2.738886655,0.006164762,0.026266817
Spcs2,Spcs2,1882.469584,1.054444761,0.30295325,3.480348673,0.000500762,0.003408819
Gadd45a,Gadd45a,3193.741937,1.056729816,0.304500664,3.47033077,0.000519818,0.003505874
Adgre5,Adgre5,408.2410487,1.057824548,0.193871552,5.452865625,4.96E-08,1.16E-06
